Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;CFOP;ORIGEM;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
2000000000403;Produto;Máscara para Cílios Lové Rain 6985553170759;5,5;12;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;20;Beauty Model;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Lové Rain 6985553170759;0;12;0;0;0;0;;;;
7900083011326;Produto;Gel para Sobrancelhas Brow Rise Ruby Rose 8,3g;7;12;0;0;Unidade;Sim;Sobrancelha;Gel;Sim;1;10;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Sobrancelha;Gel Modelador;Gel para Sobrancelhas Brow Rise Ruby Rose 8,3g;0;12;0;0;0;0;;;;
2000000000365;Produto;Kit Sombra Blush Glitter Lip Balm Toque Especial 6930249910874;10;20;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;1;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Kit Sombra Blush Glitter Lip Balm Toque Especial 6930249910874;0;20;0;0;0;0;;;;
2000000000308;Produto;Kit Sombra Blush Glitter Lip Balm Toque Especial 6930249999350;10;20;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;1;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Kit Sombra Blush Glitter Lip Balm Toque Especial 6930249999350;0;20;0;0;0;0;;;;
7898671423999;Produto;Máscara para Cílios Peel Off Selfie Melu Ruby Rose 14,5g;6;18;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Peel Off Selfie Melu Ruby Rose 14,5g;0;18;0;0;0;0;;;;
7898671424019;Produto;Máscara para Cílios Peel Off Like It Melu Ruby Rose 14,5g;6;18;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;6;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Peel Off Like It Melu Ruby Rose 14,5g;0;18;0;0;0;0;;;;
7898671424002;Produto;Máscara para Cílios Peel Off Challenge Melu Ruby Rose 14,5g;6;18;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Peel Off Challenge Melu Ruby Rose 14,5g;0;18;0;0;0;0;;;;
2000000000250;Produto;Kit Sombra Teen Love Ballet Febella 102117;10;20;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;1;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Kit Sombra Teen Love Ballet Febella 102117;0;20;0;0;0;0;;;;
7898671421704;Produto;Máscara para Cílios Tropico Ruby Rose 5g;6;15;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;13;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Tropico Ruby Rose 5g;0;0;0;0;0;0;;;;
2000000000269;Produto;Máscara para Cílios Pop Febella 6799203043115;6;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;0;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Pop Febella 6799203043115;0;10;0;0;0;0;;;;
2000000000244;Produto;Máscara para Cílios 2 em 1 T&G 17g 6846718772044;5,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;3;T&G;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios 2 em 1 T&G 17g 6846718772044;0;10;0;0;0;0;;;;
2000000000248;Produto;Delineador Queen Queen Febella 6799203010414;3,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;10;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador Queen Queen Febella 6799203010414;0;10;0;0;0;0;;;;
2000000000255;Produto;Delineador Caneta Intense 24h Febella 6799203025111;5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;41;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador Caneta Intense 24h Febella 6799203025111;0;10;0;0;0;0;;;;
2000000000233;Produto;Máscara para Cílios Colossal Super Defining Febella 6799203041517;6,7;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;9;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Colossal Super Defining Febella 6799203041517;0;10;0;0;0;0;;;;
7896609542934;Produto;Boca Rosa Beauty Meu Volumão Payot;12;25;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;0;Payot;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;;;Boca Rosa Beauty Meu Volumão Payot;0;25;0;0;0;0;;;;
7898562371262;Produto;Máscara para Cílios Love Miamake;5,45;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;18;Miamake;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Love Miamake;0;10;0;0;0;0;;;;
6971968592187;Produto;Máscara para Cílios Eyelash The Elegant Dawang Rose;5,45;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;6;Importado;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Eyelash The Elegant Dawang Rose;0;10;0;0;0;0;;;;
2000000000296;Produto;Máscara para Cílios The Falsies Volum Express Febella 6799203041616;6,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;2;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios The Falsies Volum Express Febella 6799203041616;0;10;0;0;0;0;;;;
6971846332171;Produto;Máscara para Cílios Grapes Beauty Model;0;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;2;Beauty Model;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Grapes Beauty Model;0;10;0;0;0;0;;;;
7898567390565;Produto;Máscara para Cílios e Sobrancelhas Incolor Griffty;4,4;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;3;Griffty;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios e Sobrancelhas Incolor Griffty;0;10;0;0;0;0;;;;
7899360244918;Produto;Caneta Delineadora para Sobrancelha The Perfect Duo Pink 21;4,9;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;34;Pink 21 Cosmetics;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta Delineadora para Sobrancelha The Perfect Duo Pink 21;0;15;0;0;0;0;;;;
2000000000386;Produto;Lápis Preto e Marrom Smooth Feeling Febella;2,5;5;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;8;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Lápis Preto e Marrom Smooth Feeling Febella;0;5;0;0;0;0;;;;
2000000000036;Produto;Óculos de Sol Importado;5;10;0;0;Unidade;Sim;Acessório;Óculos de Sol;Sim;1;2;Importado;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Acessório;Óculos de Sol;Óculos de Sol Importado;0;10;0;0;0;0;;;;
6930249995451;Produto;Máscara para Cílios À Prova D'Água Lua&Neve 9,5ml;0;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;0;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios À Prova D'Água Lua&Neve 9,5ml;0;10;0;0;0;0;;;;
6932159604225;Produto;Sombra Duo para Sobrancelha Fells Mood 04 Ruby Rose 1,8g;4,9;10;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;4;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra Duo para Sobrancelha Fells Mood 04 Ruby Rose 1,8g;0;10;0;0;0;0;;;;
6932159605048;Produto;Lápis Retrátil Preto Feels Mood Ruby Rose 0,3g;6,36;10;0;0;Unidade;Sim;Maquiagem;Lápis;Sim;1;2;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Lápis;Lápis Retrátil Preto Feels Mood Ruby Rose 0,3g;0;10;0;0;0;0;;;;
6932159605895;Produto;Sombra Duo para Sobrancelha Fells Mood 01 Ruby Rose 1,8g;4,9;10;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;1;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra Duo para Sobrancelha Fells Mood 01 Ruby Rose 1,8g;0;10;0;0;0;0;;;;
6932159605901;Produto;Sombra Duo para Sobrancelha Fells Mood 02 Ruby Rose 1,8g;4,9;10;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;1;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra Duo para Sobrancelha Fells Mood 02 Ruby Rose 1,8g;0;10;0;0;0;0;;;;
6932159605918;Produto;Sombra Duo para Sobrancelha Fells Mood 03 Ruby Rose 1,8g;4,9;10;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;2;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra Duo para Sobrancelha Fells Mood 03 Ruby Rose 1,8g;0;10;0;0;0;0;;;;
6930249946859;Produto;Caneta Delineadora À Prova D'Água Lua&Neve;3,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;4;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta Delineadora À Prova D'Água Lua&Neve;0;10;0;0;0;0;;;;
6930249936157;Produto;Delineador Líquido para Sobrancelha Lua&Neve;5,99;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;1;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador Líquido para Sobrancelha Lua&Neve;0;10;0;0;0;0;;;;
2000000000455;Produto;Caneta Delineadora 2 em 1 Lua&Neve 6930249943155;3;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;18;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta Delineadora 2 em 1 Lua&Neve 6930249943155;0;10;0;0;0;0;;;;
6930249930452;Produto;Máscara para Cílios Multi-Functional Lua&Neve 13ml;0;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;2;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Multi-Functional Lua&Neve 13ml;0;10;0;0;0;0;;;;
6930249915145;Produto;Sombra para Sobrancelha Lua&Neve;3,9;10;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;14;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Sombra para Sobrancelha Lua&Neve;0;10;0;0;0;0;;;;
6922946030207;Produto;Delineador e Lápis de Olho Lua&Neve 6ml;2,99;5;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;3;Lua&Neve;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador e Lápis de Olho Lua&Neve 6ml;0;5;0;0;0;0;;;;
6922946030375;Produto;Delineador Lua&Neve;3,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;0;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador Lua&Neve;0;10;0;0;0;0;;;;
6917412165422;Produto;Sombra Lové Rain LR9198;8;15;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Sombra Lové Rain LR9198;0;15;0;0;0;0;;;;
6918512158123;Produto;Sombra Lové Rain LR9126;8;15;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Sombra Lové Rain LR9126;0;15;0;0;0;0;;;;
6799203010414;Produto;Delineador Queen Queen Febella;3,5;10;0;0;Unidade;Não;Maquiagem;Delineador;Sim;1;14;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador Queen Queen Febella;0;10;0;0;0;0;;;;
6799205102117;Produto;Kit Sombra Teen Love Ballet Febella;10;20;0;0;Unidade;Não;Maquiagem;Paleta de Sombra;Sim;1;10;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Kit Sombra Teen Love Ballet Febella;0;20;0;0;0;0;;;;
6846718772044;Produto;Máscara para Cílios 2 em 1 T&G 17g;6,7;10;0;0;Unidade;Não;Cílios;Máscara;Sim;1;12;T&G;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios 2 em 1 T&G 17g;0;10;0;0;0;0;;;;
6972858362873;Produto;Sombra para Sobrancelha Ruby Rose;8,5;16;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;12;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra para Sobrancelha Ruby Rose;0;16;0;0;0;0;;;;
6799203042118;Produto;Máscara para Cílios Colossal Super Defining Febella;6,7;10;0;0;Unidade;Não;Cílios;Máscara;Sim;1;12;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Cílios;Máscara;Máscara para Cílios Colossal Super Defining Febella;0;10;0;0;0;0;;;;
6971877372047;Produto;Lápis de Sobrancelhas Preto Hudabeauty;1,75;5;0;0;Unidade;Sim;Maquiagem;Lápis de Olho;Sim;1;3;Sarah´s Beauty;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Lápis de Olho;Lápis de Sobrancelhas Preto Hudabeauty;0;5;0;0;0;0;;;;
6970633546081;Produto;Caneta de Sobrancelha Preta Sexyy Secret;4,3;10;0;0;Unidade;Sim;Sobrancelha;Caneta;Sim;1;6;Importado;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta de Sobrancelha Preta Sexyy Secret;0;10;0;0;0;0;;;;
6932159604881;Produto;Caneta Delineadora Longa Duração Ruby Rose;4;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;5;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta Delineadora Longa Duração Ruby Rose;0;15;0;0;0;0;;;;
2000000000439;Produto;Lápis Delineador e Sobrancelha Autocontrole Preto Febella 6799203022110;1,59;5;0;0;Unidade;Sim;Maquiagem;Lápis de Olho;Sim;0;10;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Lápis de Olho;Lápis Delineador e Sobrancelha Autocontrole Preto Febella 6799203022110;0;5;0;0;0;0;;;;
7898562352841;Produto;Lápis de Sobrancelhas Miamake;1,75;5;0;0;Unidade;Sim;Maquiagem;Lápis;Sim;1;20;Miamake;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Lápis;Lápis para Sobrancelhas Miamake;0;5;0;0;0;0;;;;
070341350515;Produto;Kit de Maquiagem Amora Sarah's Beauty;15,5;25;0;0;Unidade;Sim;Maquiagem;Kit;Sim;1;1;Sarah´s Beauty;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Kit;Kit de Maquiagem Amora Sarah's Beauty;0;25;0;0;0;0;;;;
6799202013119;Produto;Delineador para Sobrancelha Desenho Perfeito Febella;7;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;1;Febella;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Delineador para Sobrancelha Desenho Perfeito Febella;0;10;0;0;0;0;;;;
7898671422220;Produto;Gel Incolor para Cílios e Sobrancelhas Ruby Rose 10g;7,38;15;0;0;Unidade;Sim;Sobrancelha;Gel Modelador;Sim;1;8;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Sobrancelha;Gel Modelador;Gel Incolor para Cílios e Sobrancelhas Ruby Rose 10g;0;15;0;0;0;0;;;;
2000000000129;Produto;Torre Neon;5;10;0;0;Unidade;Sim;Variedade;Variedade;Não;0;0;Importado;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Acessório;Maquiagem;Torre Neon;0;10;0;0;0;0;;;;
7899956823657;Produto;Caneta Delineadora Colors 1 Dapop;5,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;1;Dapop;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Caneta Delineadora Colors 1 Dapop;0;10;0;0;0;0;;;;
7899956823664;Produto;Caneta Delineadora Colors 2 Dapop;5,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;2;Dapop;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Caneta Delineadora Colors 2 Dapop;0;10;0;0;0;0;;;;
7899956823671;Produto;Caneta Delineadora Colors 3 Dapop;5,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;1;Dapop;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Caneta Delineadora Colors 3 Dapop;0;10;0;0;0;0;;;;
7899956823688;Produto;Caneta Delineadora Colors 4 Dapop;5,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;3;Dapop;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Caneta Delineadora Colors 4 Dapop;0;10;0;0;0;0;;;;
7898671428949;Produto;Máscara para Cílios Melu Peel Off Like It Ruby Rose 5g;13;20;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Melu Peel Off Like It Ruby Rose 5g;0;20;0;0;0;0;;;;
7898671428932;Produto;Máscara para Cílios Melu Peel Off Selfie Ruby Rose 5g;13;20;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;1;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Melu Peel Off Selfie Ruby Rose 5g;0;20;0;0;0;0;;;;
7898671428956;Produto;Máscara para Cílios Melu Peel Off Challenge Ruby Rose 5g;13;20;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Melu Peel Off Challenge Ruby Rose 5g;0;20;0;0;0;0;;;;
7898524349216;Produto;MASC CAP S LINE 0500G TODECACHO MATIZA ROXA COND(E)*;27,07;38;0;0;UN1;Sim;Cabelo;Máscara;Sim;0;1;Salonline;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;;;;0;0;0;0;0;0;;;;
2000000000152;Produto;Óculos Infantil com Xuxinha;7,27;15;0;0;Unidade;Sim;Acessório;Óculos de Sol;Sim;1;21;Importado;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Acessório;Óculos de Sol;Óculos Infantil com Xuxinha;0;15;0;0;0;0;;;;
2000000000151;Produto;Óculos de Sol Infantil;6;10;0;0;Unidade;Sim;Acessório;Óculos de Sol;Sim;1;5;Importado;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Acessório;Óculos de Sol;Óculos de Sol Infantil;0;10;0;0;0;0;;;;
7899956859304;Produto;Delineador Colorido Magic Discoteen;4,75;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;10;Discoteen;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Delineador Colorido Magic Discoteen;0;15;0;0;0;0;;;;
6970817540010;Produto;Máscara para Cílios Colossal Volum’ Express Romantic May;3,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;17;Romantic May;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara De Cílios Colossal Volum’ Express Romantic May;0;10;0;0;0;0;;;;
7898671421711;Produto;Máscara para Cílios Tropico Ruby Rose 5g;7,5;15;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Tropico Ruby Rose 5g;0;0;0;0;0;0;;;;
7898671421728;Produto;Máscara para Cílios Tropico Ruby Rose 5g;7,5;15;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;4;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Tropico Ruby Rose 5g;0;0;0;0;0;0;;;;
7898671424361;Produto;Gel Modelador para Sobrancelhas Melu Ruby Rose 10g;6,21;12;0;0;Unidade;Sim;Sobrancelha;Gel Modelador;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Sobrancelha;Gel Modelador;Gel Modelador para Sobrancelhas Melu Ruby Rose 10g;0;12;0;0;0;0;;;;
6985887914029;Produto;Gel para Sobrancelha Romantic Rain;5,5;10;0;0;Unidade;Sim;Sobrancelha;Gel;Não;1;0;;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Sobrancelha;Gel;Gel para Sobrancelha Romantic Rain;0;0;0;0;0;0;;;;
6973627121141;Produto;Caneta Delineadora Sarah's Beauty;3;5;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;0;Sarah´s Beauty;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Delineador;Caneta Delineadora Sarah's Beauty;0;5;0;0;0;0;;;;
6978541646510;Produto;Sombra Lové Rain LR9199;8;20;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;0;Lové Rain;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Paleta de Sombra;Sombra Lové Rain LR9199;0;20;0;0;0;0;;;;
6972064391490;Produto;Máscara para Cílios Colossal Volum’ Express Yalanni;3,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;26;Yalanni;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara De Cílios Colossal Volum’ Express Yalanni;0;10;0;0;0;0;;;;
6972858360213;Produto;Delineador Glitter Shine Ruby Rose;3;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Delineador Glitter Shine Ruby Rose;0;15;0;0;0;0;;;;
6972858362002;Produto;Delineador Líquido Preto Ruby Rose 5,8ml;5,5;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;0;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Delineador Líquido Preto Ruby Rose 5,8ml;0;10;0;0;0;0;;;;
6972858362866;Produto;Sombra para Sobrancelha Ruby Rose;8,5;16;0;0;Unidade;Sim;Maquiagem;Paleta de Sombra;Sim;1;7;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Paleta de Sombra;Sombra para Sobrancelha Ruby Rose;0;16;0;0;0;0;;;;
2000000000064;Produto;Máscara para Cílios Miss Betty;3,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;1;Miss Betty;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Miss Betty;0;10;0;0;0;0;;;;
7898130550495;Produto;Lápis Retrátil Sobrancelha Vivai;1,9;5;0;0;Unidade;Sim;Maquiagem;Lápis;Sim;1;1;Vivai;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Lápis;Lápis Retrátil Sobrancelha Vivai;0;5;0;0;0;0;;;;
070341350508;Produto;Kit de Maquiagem Bella Apple Sarah's Beauty;15,5;25;0;0;Unidade;Sim;Maquiagem;Kit;Sim;1;0;Sarah´s Beauty;;;;;Mercadoria para Revenda;33042010;5102;2;2001000;;;Maquiagem;Kit;Kit de Maquiagem Bella Apple Sarah's Beauty;0;25;0;0;0;0;;;;
7908417502601;Produto;Delineador Preto Luk 3ml;4;10;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;0;Luk;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Delineador Preto Luk 3ml;0;10;0;0;0;0;;;;
7899820813210;Produto;Máscara para Cílios Incolor Luisance 10ml;7,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;1;Luisance;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Incolor Luisance 10ml;0;10;0;0;0;0;;;;
7900083001037;Produto;Lápis Duo para Sobrancelhas Melu Ruby Rose;5;10;0;0;Unidade;Sim;Maquiagem;Lápis;Sim;1;3;Ruby Rose;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Lápis;Lápis Duo para Sobrancelhas Melu Ruby Rose;0;10;0;0;0;0;;;;
7908060114718;Produto;Delineador Pretinho Básico Jasmyne;2,9;5;0;0;Unidade;Sim;Maquiagem;Delineador;Sim;1;4;Jasmyne;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Maquiagem;Delineador;Delineador Pretinho Básico Jasmyne;0;5;0;0;0;0;;;;
7899956804687;Produto;Máscara para Cílios Extra Volume Techno Playboy 11ml;7,5;10;0;0;Unidade;Sim;Cílios;Máscara;Sim;1;5;Playboy;;;;;Mercadoria para Revenda;33042010;5102;0;2001000;;;Cílios;Máscara;Máscara para Cílios Extra Volume Techno Playboy 11ml;0;10;0;0;0;0;;;;
7899956870644;Produto;Lápis de Olho com Apontador 2 Marrom Playboy;1,9;5;0;0;Unidade;Sim;Maquiagem;Lápis de Olho;Sim;1;1;Playboy;;;;;Mercadoria para Revenda;33042090;5102;0;2001100;;;Maquiagem;Lápis de Olho;Lápis para os Olhos com Apontador 2 Marrom Playboy;0;5;0;0;0;0;;;;
7908240512563;Produto;Fixador de Maquiagem Max Love 150ml;10;16;0;0;Unidade;Sim;Maquiagem;Fixador;Sim;1;0;Max Love;;;;;Mercadoria para Revenda;33042090;5102;0;2001100;;;Maquiagem;Fixador;Fixador de Maquiagem Max Love 150ml;0;16;0;0;0;0;;;;
