Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;NCM;CEST;Origem
7,89836E+12;Produto;Progressiva Gold Terapia Gold 500ml;0.00;50.00;Unidade;Sim;Cabelo;Progressiva;Sim;1.000;0.000;Gold Loren;33059000;2002000;0
2E+12;Produto;Spray de Keratina Gold Loren 120ml;10.00;20.00;Unidade;Sim;Cabelo;Spray;Sim;1.000;1.000;Gold Loren;33049910;2001400;0
2E+12;Produto;Tônico Lily Gold Loren 100ml;9.00;18.00;Unidade;Sim;Cabelo;Tônico;Sim;1.000;1.000;Gold Loren;33049910;2001400;0
6,18341E+11;Produto;Óleo Capilar de Banana e Mel Gota Mágica 60ml;5.06;8.00;Unidade;Sim;Cabelo;Óleo;Sim;1.000;3.000;Gota Málgica;33049910;2001400;0
6,18341E+11;Produto;Óleo de Rícino + Coco Gota Mágica 60ml;2.99;8.00;Unidade;Sim;Cabelo;Óleo;Sim;1.000;1.000;Gota Málgica;33049910;2001400;0
6,18341E+11;Produto;Óleo Capilar de Abacate Gota Mágica 60ml;2.99;8.00;Unidade;Sim;Cabelo;Óleo;Sim;1.000;0.000;Gota Málgica;33049910;2001400;0
2E+12;Produto;Máscara para Cílios e Sobrancelhas Incolor Miss Romantic 6974482598376;5.50;10.00;Unidade;Sim;Cílios;Máscara;Sim;1.000;22.000;Griffty;33042010;2001000;0
7,89857E+12;Produto;Máscara para Cílios e Sobrancelhas Incolor Griffty;4.40;10.00;Unidade;Sim;Cílios;Máscara;Sim;1.000;3.000;Griffty;33042010;2001000;0
7,89857E+12;Produto;Pó Compacto Proface Cor 05 Griffty;4.15;10.00;Unidade;Sim;Maquiagem;Pó Compacto;Sim;1.000;1.000;Griffty;33049100;2001300;0
7,89857E+12;Produto;Pó Compacto Proface Cor 08 Griffty;4.15;10.00;Unidade;Sim;Maquiagem;Pó Compacto;Sim;1.000;0.000;Griffty;33049100;2001300;0
7,89857E+12;Produto;Pó Compacto Proface Cor 10 Griffty;4.15;10.00;Unidade;Sim;Maquiagem;Pó Compacto;Sim;1.000;0.000;Griffty;33049100;2001300;0
7,89857E+12;Produto;Pó Compacto Proface Cor 12 Griffty;4.15;10.00;Unidade;Sim;Maquiagem;Pó Compacto;Sim;1.000;1.000;Griffty;33049100;2001300;0
7,89857E+12;Produto;Prime Ultra HD Griffty 30ml;5.00;10.00;Unidade;Sim;Maquiagem;Primer;Sim;1.000;0.000;Griffty;33049910;2001400;0
7,8985E+12;Produto;Pó Descolorante Hair Fly 20g;0.00;8.00;Unidade;Sim;Cabelo;Pó Descolorante;Sim;1.000;1.000;Hair Fly;33049100;2001300;0
2E+12;Produto;Iluminador Hello Mini 6970975183319;10.00;15.00;Unidade;Sim;Maquiagem;Iluminador;Sim;1.000;2.000;Hello Mini;33049990;2001500;2
7,8023E+12;Produto;Ventilador Porquinho com Luz e Espelho;10.00;20.00;Unidade;Sim;Variedade;Ventilador de Mão;Sim;1.000;0.000;H'Maston;84145190;2108800;0
2E+12;Produto;Ventilador USB de Mesa Atomo;13.50;25.00;Unidade;Sim;Variedade;Ventilador de Mão;Sim;1.000;1.000;H'Maston;84145190;2108800;0
2E+12;Produto;Ventilador USB de Mesa H´Maston 8520231115257;10.00;25.00;Unidade;Sim;Variedade;Ventilador de Mão;Sim;1.000;2.000;H'Maston;84145190;2108800;0
6,9731E+12;Produto;Lip Gloss Shine Hold Morning;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Hold Morning;33041000;2000900;2
6,9731E+12;Produto;Lip Gloss Picolé Stitch Hold Morning;7.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;7.000;Hold Morning;33041000;2000900;2
6,9731E+12;Produto;Lip Tint Yeah Hold Morning;3.50;10.00;Unidade;Sim;Maquiagem;Lip Tint;Sim;1.000;11.000;Hold Morning;33041000;2000900;2
7,89985E+12;Produto;Gel Beijável para Massagem Ice Power Menta Hot Love 37g;6.88;10.00;Unidade;Sim;Sex Shop;Gel;Sim;1.000;2.000;Hot Love;33049990;2001500;0
6,97286E+12;Produto;Lip Volumoso Hudabeauty 8ml;3.50;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;6.000;Hudabeauty;33041000;2000900;2
6,97286E+12;Produto;Lip Oil Hudabeauty;3.50;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;0.000;Hudabeauty;33041000;2000900;2
6,97565E+12;Produto;Lip Oil Carnudo Bobbi Rara 7,35ml Importado;4.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Hudabeauty;33041000;2000900;2
6,97286E+12;Produto;Iluminador Pó de Fada Hudabeauty;6.00;10.00;Unidade;Sim;Maquiagem;Iluminador;Sim;1.000;1.000;Hudabeauty;33049990;2001500;2
6,97188E+12;Produto;Lápis para Lábios Hudabeauty;1.25;5.00;Unidade;Sim;Lábios;Lápis;Sim;1.000;1.000;Hudabeauty;33041000;2000900;2
6,97448E+12;Produto;Blush Líquido Hudamoji 15ml;3.50;5.00;Unidade;Sim;Maquiagem;Blush;Sim;1.000;0.000;Hudamoji;33049100;2001300;0
6,97448E+12;Produto;Lip Gloss Plumer Hudamoji;5.00;10.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;6.000;Hudamoji;33041000;2000900;0
6,97448E+12;Produto;Gloss Hudamoji 6ml;5.00;5.00;Unidade;Sim;Maquiagem;Gloss;Sim;1.000;2.000;Hudamoji;33041000;2000900;0
8,96017E+12;Produto;Kit Pincel Hudabeauty;6.00;10.00;Unidade;Sim;Maquiagem;Kit;Sim;0.000;0.000;Hudamoji;96033000;2005900;2
6,98584E+12;Produto;Iluminador Pó de Fada Iman of Noble;6.00;10.00;Unidade;Sim;Maquiagem;Iluminador;Sim;1.000;0.000;Iman of Noble;33049990;2001500;0
2E+12;Produto;Kit Alicate de Unha com 2 Cortadores de Unha 6951548951122;4.50;10.00;Unidade;Sim;Unha;Alicate;Sim;1.000;3.000;Importado;82142000;2005500;2
2E+12;Produto;Alicate de Unha Aoyasiyue 6972613449771;5.00;10.00;Unidade;Sim;Unha;Alicate;Sim;1.000;0.000;Importado;82142000;2005500;2
6,97261E+12;Produto;Alicate de Unha Bei Bei;6.00;10.00;Unidade;Sim;Unha;Alicate;Sim;1.000;8.000;Importado;82142000;2005500;2
2E+12;Produto;Anel para Cola de Cílios;0.07;0.50;Unidade;Sim;Cílios;Anel para Cola;Sim;1.000;112.000;Importado;33042090;2001100;2
2E+12;Produto;Anel Stitch;1.87;5.00;Unidade;Sim;Cílios;Anel para Cola;Sim;1.000;20.000;Importado;33042090;2001100;2
6,30942E+11;Produto;Escova Baby Hair Real Love Importado;3.53;8.00;Unidade;Sim;Cabelo;Baby Hair;Sim;1.000;8.000;Importado;96159000;2006100;2
2E+12;Produto;Kit Escova Baby Hair;6.50;10.00;Unidade;Sim;Cabelo;Baby Hair;Sim;1.000;12.000;Importado;96159000;2006100;2
6,9176E+12;Produto;Máquina para Barbear Lukton;13.00;20.00;Unidade;Sim;Variedade;Barbeador;Sim;1.000;3.000;Importado;85101000;2108700;2
2E+12;Produto;Biliro Importado;2.50;5.00;Unidade;Sim;Variedade;Biliro;Sim;1.000;10.000;Importado;96159000;2006100;2
7,89728E+12;Produto;Biliro Importado;5.10;9.00;Unidade;Sim;Variedade;Biliro;Sim;1.000;1.000;Importado;96159000;2006100;2
2E+12;Produto;Bolsa de Pop It Infantil Importado;8.00;15.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil Stitch;10.00;30.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa de Viagem;8.00;15.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;3.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;24.83;45.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;7.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa Infantil;15.00;25.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;8.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil Stitch;8.00;16.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;2.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil 3D;28.00;48.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;0
2E+12;Produto;Kit Bolsa Infantil com Lancheira e Estojo;44.79;90.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa Térmica;8.00;15.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;3.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa Infantil com Estojo;40.00;58.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa Infantil Grande com Estojo;45.00;70.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa de Pop It Infantil;10.00;20.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;6.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;20.00;40.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;1.000;Importado;42029900;2804200;0
2E+12;Produto;Bolsa Térmica;16.00;25.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;15.00;35.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;2.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;8.00;20.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;7.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;8.00;16.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;7.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil;7.00;10.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;1.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Térmica;8.00;20.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;3.000;Importado;42029900;2804200;2
2E+12;Produto;Bolsa Infantil Grande Tipo Mala;42.00;70.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42029900;2804300;0
2E+12;Produto;Pochete Importado;40.00;65.00;Unidade;Sim;Variedade;Bolsa;Sim;1.000;0.000;Importado;42022100;2805800;2
2E+12;Produto;Boné;9.00;18.00;Unidade;Sim;Acessório;Boné;Sim;1.000;0.000;Importado;65050012;2805700;2
2E+12;Produto;Bracelete;6.21;12.00;Unidade;Sim;Acessório;Bracelete;Sim;1.000;9.000;Importado;71171900;2805800;0
2E+12;Produto;Bracelete;5.00;10.00;Unidade;Não;Acessório;Bracelete;Sim;1.000;0.000;Importado;71171900;2805800;0
2E+12;Produto;Kit Colar Importado;7.50;15.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;0.000;Importado;71171900;2805800;2
2E+12;Produto;Kit Colar e Brinco;5.00;10.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;8.000;Importado;71171900;2805800;2
2E+12;Produto;Kit Colar Aço Inoxidável 316L;5.00;10.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;16.000;Importado;71171900;2805800;2
6,92024E+12;Produto;Brinco de Fitinhas de Cetim para Carnaval;3.90;10.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;0.000;Importado;71171900;2805800;0
2E+12;Produto;Kit Colar e Brinco Unicórnio Infantil;3.00;10.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;0.000;Importado;71171900;2805800;2
2E+12;Produto;Kit Colar e Brinco Aço Inoxidável 316L;6.00;10.00;Unidade;Sim;Acessório;Brinco;Sim;1.000;4.000;Importado;71171900;2805800;2
2E+12;Produto;Linha de Pipa 10 80m;1.20;2.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;9.000;Importado;55051000;2806000;0
2E+12;Produto;Linha de Pipa Vera Cruz 500m;10.00;13.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;5.000;Importado;55051000;2806000;0
6,89944E+12;Produto;Airogun Super Alvo;9.00;15.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,90822E+12;Produto;Lança Dardos Tok Kids;9.00;15.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89857E+12;Produto;Caminhão Deko Blocos;10.00;25.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89996E+12;Produto;Carrinho Goal Kids;6.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89891E+12;Produto;Jeep Maluco;6.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;1.000;Importado;95030010;2806400;2
7,89808E+12;Produto;Blocão de Montar 16 Peças;10.00;18.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89897E+12;Produto;Massa de Modelar Alcalex;5.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89808E+12;Produto;Blocos de Montar 44 Peças Mini Toys;5.00;20.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89963E+12;Produto;Carro de Fricção Stunt Buggy;11.85;20.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,89857E+12;Produto;Caminhão Deko Formas;15.00;20.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030010;2806400;2
7,90821E+12;Produto;Boneca Julia Beauty;13.00;20.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030021;2806400;2
7,90826E+12;Produto;Arma de Brinquedo;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;1.000;Importado;95030080;2806400;2
7,89963E+12;Produto;Dino World;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,89996E+12;Produto;Arma de Brinquedo;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,90822E+12;Produto;Lança Dardos;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,89963E+12;Produto;Quadro Mágico;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,90826E+12;Produto;Pega Peixe;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,90822E+12;Produto;Boneca Sereia;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;2
7,90849E+12;Produto;Pega Peixe Toyking;5.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030080;2806400;0
7,89862E+12;Produto;Yoyo Dinosaur;5.08;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;4.000;Importado;95030080;2806400;2
7,90822E+12;Produto;Super Beyblade;5.90;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;2.000;Importado;95030099;2806400;2
7,90822E+12;Produto;Surpresinha Fashion;5.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030099;2806400;0
7,89899E+12;Produto;Balde de Praia Dragon;6.50;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;2.000;Importado;95030099;2806400;2
7,89871E+12;Produto;Meleka Soft Colors;5.50;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;3.000;Importado;95030099;2806400;2
7,90822E+12;Produto;Lança Dardos;7.99;15.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030099;2806400;0
7,90861E+12;Produto;Lança Bolhas Tok Kids;4.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;10.000;Importado;95030099;2806400;0
7,89747E+12;Produto;Amoeba;5.30;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;8.000;Importado;95030099;2806400;2
7,89963E+12;Produto;Brinquedo;7.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95030099;2806400;2
2E+12;Produto;Pipa Média de Seda 50cm;1.67;2.50;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;8.000;Importado;95030099;2806400;0
2E+12;Produto;Pipa Raia de Seda;2.08;3.50;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;4.000;Importado;95030099;2806400;0
7,89855E+12;Produto;Uno;6.00;10.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;1.000;Importado;95044000;2806400;2
7,89861E+12;Produto;Bola de Futebol LJB Importado;10.00;17.00;Unidade;Sim;Variedade;Brinquedo;Sim;1.000;0.000;Importado;95063200;2806400;2
6,30941E+11;Produto;Bruma Aceleradora Navina;11.00;20.00;Unidade;Sim;Cílios;Bruma;Sim;0.000;2.000;Importado;33049910;2001400;0
6,97063E+12;Produto;Caneta de Sobrancelha Preta Sexyy Secret;4.30;10.00;Unidade;Sim;Sobrancelha;Caneta;Sim;1.000;6.000;Importado;33042010;2001000;2
7,90327E+12;Produto;Capa de Chuva Infantil Importado;9.00;18.00;Unidade;Sim;Acessório;Capa de Chuva;Sim;1.000;1.000;Importado;39262000;2803600;2
2E+12;Produto;Capa de Chuva Adulto 6926168508353;9.00;18.00;Unidade;Sim;Acessório;Capa de Chuva;Sim;1.000;2.000;Importado;39262000;2803600;2
2E+12;Produto;Capa de Chuva Motociclista Importado;35.00;55.00;Unidade;Sim;Acessório;Capa de Chuva;Sim;1.000;6.000;Importado;39262000;2803600;2
2E+12;Produto;Capa de Chuva Infantil Importado 6989136005285;9.14;18.00;Unidade;Sim;Acessório;Capa de Chuva;Sim;1.000;7.000;Importado;39262000;2803600;2
2E+12;Produto;Capa de Chuva Infantil Importado 6985235010281;10.00;18.00;Unidade;Sim;Acessório;Capa de Chuva;Sim;1.000;0.000;Importado;39262000;2803600;2
2E+12;Produto;Carteira Couro Masculino Importado;10.00;20.00;Unidade;Sim;Acessório;Carteira;Sim;1.000;0.000;Importado;42022100;2805800;2
2E+12;Produto;Carteira Feminina Importado;7.00;10.00;Unidade;Sim;Acessório;Carteira;Sim;1.000;10.000;Importado;42023200;2805800;2
2E+12;Produto;Carteira Feminina Importado 247743;8.00;15.00;Unidade;Sim;Acessório;Carteira;Sim;1.000;4.000;Importado;42023200;2805800;2
7,82024E+12;Produto;Carteira Feminina Importado;8.00;15.00;Unidade;Não;Acessório;Carteira;Sim;1.000;3.000;Importado;42023200;2805800;2
7,8E+12;Produto;Carteira Feminina Importado;8.00;15.00;Unidade;Sim;Acessório;Carteira;Sim;1.000;0.000;Importado;42023200;2805800;2
7,90822E+12;Produto;Boob Tape Importado;7.57;15.00;Unidade;Sim;Acessório;Ceio;Sim;1.000;6.000;Importado;71171900;2805800;2
2E+12;Produto;Chaveiro Stitch;5.00;10.00;Unidade;Sim;Variedade;Chaveiro;Sim;1.000;5.000;Importado;39261000;1900400;0
2E+12;Produto;Chaveiro Pelúcia;3.00;8.00;Unidade;Sim;Variedade;Chaveiro;Sim;1.000;3.000;Importado;95030099;2806400;2
2E+12;Produto;Chaveiro;2.00;5.00;Unidade;Sim;Variedade;Chaveiro;Sim;1.000;4.000;Importado;95030099;2806400;2
2E+12;Produto;Chaveiro com Porta Batom;8.00;16.00;Unidade;Sim;Variedade;Chaveiro;Sim;1.000;2.000;Importado;95030099;2806400;2
2E+12;Produto;PAD Gel 1 Par;0.12;1.00;Unidade;Sim;Variedade;Cílios;Sim;1.000;1.000;Importado;56039290;2005200;0
6,99752E+12;Produto;Cola de Unha Importado;2.50;5.00;Unidade;Sim;Unha;Cola;Sim;1.000;0.000;Importado;35061090;2806300;2
2E+12;Produto;Rosca para Coque Importado;2.50;5.00;Unidade;Sim;Variedade;Coque;Sim;1.000;7.000;Importado;96151900;2006100;2
2E+12;Produto;Cortador de Unha Postiça Importado;4.00;10.00;Unidade;Sim;Unha;Cortador;Sim;1.000;1.000;Importado;82142000;2005500;2
8,80906E+12;Produto;Cotonete 100 uni Importado;4.00;8.00;Unidade;Sim;Variedade;Cotonete;Sim;1.000;2.000;Importado;56012190;2005100;2
2E+12;Produto;Diadema;3.39;8.00;Unidade;Sim;Acessório;Diadema;Sim;1.000;10.000;Importado;96159000;2006100;0
2E+12;Produto;Diadema com Laço;6.25;10.00;Unidade;Sim;Acessório;Diadema;Sim;1.000;0.000;Importado;96159000;2006100;2
2E+12;Produto;Kit Diadema com Xuxinha;4.25;10.00;Unidade;Sim;Acessório;Diadema;Sim;1.000;5.000;Importado;96159000;2006100;2
7,89814E+12;Produto;Discos de Algodão Nathy;4.50;10.00;Unidade;Sim;Variedade;Disco de Algodão;Sim;1.000;14.000;Importado;96162000;2006200;0
7,8924E+12;Produto;Elástico de Cabelo 150 Peças Silicone Importado;3.50;8.00;Unidade;Sim;Cabelo;Elástico Silicone;Sim;1.000;12.000;Importado;33049100;2001300;2
2E+12;Produto;Elástico de Cabelo Silicone Preto Importado;2.00;5.00;Unidade;Sim;Cabelo;Elástico Silicone;Sim;1.000;22.000;Importado;96159000;2006100;2
2,01E+12;Produto;Elástico de Cabelo Silicone Colorido Importado;1.95;5.00;Unidade;Sim;Cabelo;Elástico Silicone;Sim;1.000;15.000;Importado;96159000;2006100;2
7,8924E+12;Produto;Elástico de Cabelo Silicone Importado;3.50;8.00;Unidade;Sim;Cabelo;Elástico Silicone;Sim;1.000;1.000;Importado;96159000;2006100;2
2E+12;Produto;Escova de Cabelo Raquete Mickey;5.31;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;15.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Mágica sem Cabo;1.99;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;14.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Mágica com Cabo;2.99;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;3.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Polvo;2.99;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;9.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Stitch 8634353543642;5.00;12.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;4.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Raquete Tradicional;3.62;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;12.000;Importado;96032900;2005700;0
2E+12;Produto;Escova de Cabelo Infantil 6920252115069;7.50;15.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;1.000;Importado;96032900;2005700;0
2E+12;Produto;Escova Massageadora de Couro Cabeludo Importado;4.57;10.00;Unidade;Sim;Cabelo;Escova;Sim;1.000;9.000;Importado;96032900;2802700;2
6,91264E+12;Produto;Escova de Limpeza de Cílios Importado;2.50;7.00;Unidade;Sim;Cílios;Escova;Sim;1.000;1.000;Importado;96032900;2005700;2
2E+12;Produto;Escova para Cílios e Sobrancelha Pacote;3.64;10.00;Unidade;Sim;Cílios;Escova;Sim;1.000;11.000;Importado;96032900;2005700;0
2E+12;Produto;Escova para Cílios e Sobrancelha 6985935620025;0.07;0.50;Unidade;Sim;Cílios;Escova;Sim;1.000;0.000;Importado;96032900;2005700;0
2E+12;Produto;Esmalte;2.49;4.00;Unidade;Sim;Unha;Esmalte;Sim;1.000;41.000;Importado;33043000;2001200;0
6,97261E+12;Produto;Espátola de Unha Aoyasiyue;3.50;7.00;Unidade;Sim;Unha;Espátola;Sim;1.000;0.000;Importado;33043000;2001200;2
7,89E+12;Produto;Espelho Mingpai;8.50;15.00;Unidade;Sim;Acessório;Espelho;Sim;1.000;0.000;Importado;70099200;1008000;2
2E+12;Produto;Espelho de Mão Stitch;3.00;7.00;Unidade;Sim;Acessório;Espelho;Sim;1.000;16.000;Importado;82142000;2005500;2
2E+12;Produto;Espelho de Mesa 6921254910362;6.00;10.00;Unidade;Sim;Acessório;Espelho;Sim;1.000;1.000;Importado;82142000;2005500;2
2E+12;Produto;Espelho de Mão 2 em 1 Importado;4.92;10.00;Unidade;Sim;Acessório;Espelho;Sim;1.000;3.000;Importado;82142000;2005500;2
2E+12;Produto;Kit Esponja Sweet Beauty 6926641009339;6.75;10.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;1.000;Importado;82142000;2005500;2
2E+12;Produto;Esponja Diamante para Base Importado 6972853510217;1.33;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;0.000;10.000;Importado;96162000;2006200;2
2E+12;Produto;Esponja para Pó Glass Ruby Rose 6973094272483;2.80;6.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;2
6,95282E+12;Produto;Esponja Manga para Base Importado;1.08;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;0.000;12.000;Importado;96162000;2006200;2
6,95821E+12;Produto;Esponja Gota para Base Importado;2.50;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;2
7,90065E+12;Produto;Esponja para Pó Imporado 2 Uni;1.99;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;14.000;Importado;96162000;2006200;2
7,89E+12;Produto;Pacote Esponja Importado;5.50;10.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;2
6,92049E+12;Produto;Esponja Pizza Aoyadan;2.50;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;3.000;Importado;96162000;2006200;0
6,9211E+12;Produto;Esponja para Maquiagem Importado;3.50;8.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;2
6,92022E+12;Produto;Pacote Esponja Importado;6.48;10.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;3.000;Importado;96162000;2006200;2
6,9637E+12;Produto;Esponja Gota para Base Importado;1.08;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;0.000;0.000;Importado;96162000;2006200;2
6,97255E+12;Produto;Esponja Gota para Base Importado;1.33;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;0.000;8.000;Importado;96162000;2006200;2
7,90065E+12;Produto;Esponja para Pó Imporado 2 Uni;1.66;5.00;Unidade;Sim;Maquiagem;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;0
6,9727E+12;Produto;Kit Esponja para Banho Importado;7.00;17.00;Unidade;Sim;Variedade;Esponja;Sim;1.000;2.000;Importado;96162000;2006200;2
2E+12;Produto;Esponja para Banho Importado;4.50;10.00;Unidade;Sim;Variedade;Esponja;Sim;1.000;0.000;Importado;96162000;2006200;2
2E+12;Produto;Kit Esponja com Faixa para Maquiagem Kiss Lovely 6926641036939;8.33;15.00;Unidade;Sim;Variedade;Face;Sim;1.000;1.000;Importado;82142000;2005500;2
2E+12;Produto;Faixa para Maquiagem;3.55;10.00;Unidade;Sim;Maquiagem;Faixa;Sim;1.000;16.000;Importado;63029990;2805700;2
2E+12;Produto;Fita Micropore para Cílios Importado;1.67;4.00;Unidade;Sim;Cílios;Fita Micropore;Sim;1.000;1.000;Importado;33042090;2001100;2
